!
! chemical model of an expanding circumstellar envelope with parameters:
! species and initial abundances file : allspec_irc10216.spec                             
! reactions rate constants files =  1 : astrorates_24jan2011.reac                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
! mass loss rate                      =  2.0000E-05 Msun yr-1
! expansion velocity                  =     14.5000 km s-1
! UV ISRF strength                    =   1.000     Draine units
! H2 cosmic ray ionization rate       =  1.2000E-17 s-1
! from                2.0000E+14 to   1.0000E+18 cm
! visual extinction:   82.03     to   1.6405E-02 mag
! .................................................................................................
! Abundances relative to total H nuclei:
!        1                2                3                4               5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99
!  log(time[yr])  log(radius[cm])  log(density[cm-3])  temperature[K]     h           h2          he          c           o           n           s           si          p           ch          ch2         ch3         ch4         c2          c2h         c2h2        c2h3        c2h4        c2h5        c2h6        c3          c-c3h       c3h         c-c3h2      h2c3        c3h2        c3h3        p-c3h4      a-c3h4      c4          c4h         c4h2        n-c4h3      i-c4h3      c5          c5h         c5h2        c6          c6h         c6h2        c7          c7h         c7h2        c8          c8h         c8h2        c9          c9h         c9h2        c10         c10h        c10h2       c11         ch3c4h      ch3c6h      b-c6h6      oh          h2o         o2          ho2         h2o2        co          hco         h2co        ch2oh       ch3o        ch3oh       co2         hcooh       c2o         hcco        ch2co       ch3cho      c2h5oh      ch3och3     hcooch3     c3o         ch3coch3    nh          nh2         nh3         n2          cn          hcn         hnc         h2cn        ch2nh       ch3nh2      c2n         c3n         c4n         c5n         c6n         c7n         c8n         
     -0.380930       14.342917        8.504763              911.77      -8.074961   -0.301030   -1.070581  -12.267327  -13.190928  -11.776203  -11.409202  -11.601887  -17.181349  -16.780430  -13.929511  -12.096662   -5.756961  -15.568846  -14.763977   -4.397942  -15.095069   -7.999999  -16.864792  -15.429211  -10.714133  -17.384530  -15.608352  -12.784577  -10.946491  -10.945984  -14.581879  -14.586499  -14.856799  -19.287833  -17.964544  -12.859360  -17.825450  -17.126051  -17.531660  -16.728060  -12.082241  -25.294911  -16.586939  -11.434003  -20.551968  -21.425335  -15.305634  -25.270574  -22.601424  -15.046550  -20.835224  -23.461250  -19.112783  -27.889545  -27.079813  -21.226897  -33.169124  -13.204295  -18.686602  -11.579061  -14.131894  -10.290598  -22.170048  -30.459687  -31.208427   -3.522879  -17.662016  -16.638415  -23.272941  -25.807443  -19.026491  -14.262003  -20.886012  -17.732174  -16.322932  -12.968449  -18.461972  -24.848716  -31.183304  -35.414510  -17.735729  -29.983583   -9.415667  -10.558553   -6.000195   -4.698970  -15.410987   -5.000001  -10.582425  -18.947352  -15.442645  -15.465085  -18.327067  -19.870846  -23.977317  -22.811361  -30.400468  -27.706670  -36.269457
     -0.353854       14.345308        8.499921              909.01      -8.055769   -0.301030   -1.070581  -12.262802  -13.179343  -11.740215  -11.394256  -11.604772  -17.068654  -16.788995  -13.927764  -12.080352   -5.756961  -15.566674  -14.758404   -4.397942  -15.078628   -7.999998  -16.847574  -15.401078  -10.688112  -17.344609  -15.600500  -12.719353  -10.918518  -10.918009  -14.567379  -14.533863  -14.788853  -19.261796  -17.952631  -12.829540  -17.817624  -17.100194  -17.477568  -16.700322  -12.025409  -25.243795  -16.553250  -11.366925  -20.465207  -21.354598  -15.252881  -25.188844  -22.528438  -14.981411  -20.732061  -23.364611  -18.994260  -27.779472  -26.969545  -21.127173  -33.035769  -13.137655  -18.612459  -11.510377  -14.124041  -10.264238  -22.134224  -30.429321  -31.168694   -3.522879  -17.645067  -16.608904  -23.215796  -25.754290  -18.988747  -14.233488  -20.824999  -17.712587  -16.309548  -12.939711  -18.424933  -24.809157  -31.075590  -35.284607  -17.663030  -29.876339   -9.402095  -10.550967   -6.000201   -4.698970  -15.401028   -5.000002  -10.550486  -18.930265  -15.373270  -15.393326  -18.255436  -19.842948  -23.884371  -22.718291  -30.228245  -27.598218  -36.085564
     -0.328713       14.347686        8.495172              906.28      -8.038410   -0.301030   -1.070581  -12.258503  -13.167967  -11.706410  -11.379574  -11.607753  -16.962316  -16.797469  -13.925936  -12.065457   -5.756961  -15.564538  -14.752931   -4.397942  -15.063830   -7.999998  -16.830728  -15.374918  -10.663942  -17.308697  -15.592958  -12.659724  -10.892604  -10.892093  -14.554701  -14.484936  -14.726231  -19.237873  -17.941234  -12.801744  -17.810841  -17.076279  -17.427548  -16.674764  -11.973139  -25.196847  -16.523537  -11.305705  -20.386234  -21.289663  -15.204104  -25.113275  -22.461415  -14.922184  -20.637213  -23.275868  -18.885128  -27.679344  -26.869106  -21.035319  -32.912990  -13.076907  -18.544511  -11.447573  -14.116332  -10.239802  -22.100461  -30.402144  -31.132008   -3.522879  -17.628387  -16.581361  -23.161504  -25.704549  -18.953352  -14.206931  -20.768640  -17.694819  -16.296398  -12.912933  -18.390197  -24.772022  -30.976301  -35.164978  -17.596198  -29.777510   -9.388770  -10.543540   -6.000207   -4.698970  -15.391386   -5.000002  -10.521187  -18.908750  -15.309326  -15.327408  -18.189574  -19.817149  -23.796527  -22.633344  -30.070166  -27.498429  -35.916218
     -0.328520       14.347686        8.495135              906.28      -8.038278   -0.301030   -1.070581  -12.258470  -13.167877  -11.706149  -11.379458  -11.607777  -16.961493  -16.797536  -13.925921  -12.065343   -5.756961  -15.564522  -14.752888   -4.397942  -15.063718   -7.999998  -16.830595  -15.374717  -10.663756  -17.308425  -15.592899  -12.659269  -10.892405  -10.891893  -14.554607  -14.484560  -14.725751  -19.237689  -17.941145  -12.801530  -17.810791  -17.076095  -17.427164  -16.674568  -11.972739  -25.196488  -16.523315  -11.305238  -20.385633  -21.289166  -15.203730  -25.112695  -22.460903  -14.921733  -20.636488  -23.275189  -18.884292  -27.678582  -26.868341  -21.034616  -32.912050  -13.076444  -18.543992  -11.447094  -14.116271  -10.239614  -22.100199  -30.401939  -31.131727   -3.522879  -17.628255  -16.581148  -23.161081  -25.704165  -18.953078  -14.206727  -20.768207  -17.694684  -16.296295  -12.912727  -18.389928  -24.771735  -30.975540  -35.164061  -17.595687  -29.776752   -9.388665  -10.543481   -6.000207   -4.698970  -15.391311   -5.000002  -10.520963  -18.908562  -15.308836  -15.326903  -18.189070  -19.816950  -23.795846  -22.632696  -30.068957  -27.497665  -35.914920
     -0.304732       14.350618        8.490406              902.92      -8.022274   -0.301030   -1.070581  -12.254316  -13.156534  -11.673809  -11.364814  -11.610857  -16.859765  -16.806036  -13.923978  -12.051478   -5.756961  -15.562389  -14.747429   -4.397942  -15.050148   -7.999998  -16.813855  -15.349932  -10.640878  -17.275512  -15.585532  -12.603746  -10.867946  -10.867433  -14.543354  -14.438256  -14.666964  -19.215282  -17.930063  -12.775138  -17.804780  -17.053555  -17.380029  -16.650585  -11.923783  -25.152543  -16.496627  -11.248309  -20.312374  -21.228424  -15.157784  -25.041584  -22.398178  -14.866865  -20.547645  -23.192189  -18.781955  -27.585781  -26.775136  -20.948413  -32.796933  -13.020024  -18.480533  -11.388585  -14.108586  -10.216531  -22.067781  -30.377159  -31.097231   -3.522879  -17.611588  -16.554955  -23.108567  -25.656764  -18.919254  -14.181525  -20.715133  -17.678261  -16.283176  -12.887304  -18.356730  -24.736210  -30.882259  -35.051782  -17.533086  -29.683928   -9.375379  -10.536099   -6.000214   -4.698970  -15.381814   -5.000002  -10.493569  -18.882902  -15.248817  -15.265208  -18.127369  -19.792624  -23.711493  -22.553682  -29.921124  -27.404101  -35.756038
     -0.276690       14.353532        8.484524              899.59      -8.003961   -0.301030   -1.070581  -12.249311  -13.142407  -11.635236  -11.346569  -11.614793  -16.738929  -16.816673  -13.921383  -12.035437   -5.756961  -15.559728  -14.740625   -4.397943  -15.034721   -7.999998  -16.793087  -15.320669  -10.613890  -17.238058  -15.576551  -12.539468  -10.839195  -10.838679  -14.531061  -14.383703  -14.598287  -19.189145  -17.916630  -12.743914  -17.798155  -17.027097  -17.324709  -16.622586  -11.866753  -25.101333  -16.466942  -11.182476  -20.227856  -21.157708  -15.103900  -24.958346  -22.325101  -14.803680  -20.444090  -23.095626  -18.662564  -27.478863  -26.667613  -20.847711  -32.662661  -12.954877  -18.406784  -11.320795  -14.099016  -10.189369  -22.028942  -30.349134  -31.056861   -3.522879  -17.590785  -16.523902  -23.045186  -25.600467  -18.878934  -14.151719  -20.652859  -17.659401  -16.266826  -12.857219  -18.317148  -24.693811  -30.773120  -34.920565  -17.460109  -29.575356   -9.358834  -10.526937   -6.000222   -4.698970  -15.370126   -5.000002  -10.461690  -18.845952  -15.178724  -15.193352  -18.055434  -19.764033  -23.610707  -22.462257  -29.749103  -27.294887  -35.570511
     -0.276497       14.353532        8.484482              899.59      -8.003837   -0.301030   -1.070581  -12.249276  -13.142306  -11.634968  -11.346439  -11.614821  -16.738094  -16.816749  -13.921364  -12.035328   -5.756961  -15.559709  -14.740577   -4.397943  -15.034617   -7.999998  -16.792940  -15.320467  -10.613704  -17.237805  -15.576488  -12.539029  -10.838997  -10.838481  -14.530980  -14.383327  -14.597816  -19.188966  -17.916536  -12.743698  -17.798111  -17.026915  -17.324328  -16.622394  -11.866362  -25.100982  -16.466744  -11.182027  -20.227280  -21.157223  -15.103529  -24.957775  -22.324600  -14.803250  -20.443380  -23.094965  -18.661745  -27.478135  -26.666881  -20.847020  -32.661741  -12.954433  -18.406279  -11.320332  -14.098948  -10.189182  -22.028672  -30.348946  -31.056584   -3.522879  -17.590637  -16.523687  -23.044743  -25.600078  -18.878654  -14.151513  -20.652431  -17.659273  -16.266710  -12.857011  -18.316873  -24.693516  -30.772371  -34.919665  -17.459609  -29.574610   -9.358716  -10.526872   -6.000222   -4.698970  -15.370044   -5.000002  -10.461472  -18.845672  -15.178243  -15.192859  -18.054941  -19.763836  -23.610007  -22.461633  -29.747925  -27.294138  -35.569238
     -0.250388       14.356426        8.478691              896.30      -7.987346   -0.301030   -1.070581  -12.244511  -13.128374  -11.598606  -11.328442  -11.618763  -16.625127  -16.827274  -13.918602  -12.020714   -5.756961  -15.557081  -14.733862   -4.397943  -15.020836   -7.999998  -16.772546  -15.293177  -10.588554  -17.204265  -15.567827  -12.480398  -10.812317  -10.811799  -14.520542  -14.332611  -14.534535  -19.164893  -17.903664  -12.714522  -17.792348  -17.002397  -17.273068  -16.596621  -11.813994  -25.053883  -16.440831  -11.122030  -20.150416  -21.092277  -15.053661  -24.880960  -22.257416  -14.745928  -20.348178  -23.006398  -18.551918  -27.381091  -26.569151  -20.754206  -32.538260  -12.895164  -18.338680  -11.258425  -14.089515  -10.163944  -21.991865  -30.324040  -31.019307   -3.522879  -17.570076  -16.494592  -22.984232  -25.547253  -18.840650  -14.123660  -20.594724  -17.642217  -16.250576  -12.828882  -18.279555  -24.653498  -30.671574  -34.798636  -17.392503  -29.474369   -9.342405  -10.517875   -6.000230   -4.698970  -15.358647   -5.000002  -10.432206  -18.804785  -15.113692  -15.126853  -17.988788  -19.737275  -23.515054  -22.378224  -29.590074  -27.193532  -35.398348
     -0.225634       14.359300        8.472907              893.05      -7.972203   -0.301030   -1.070581  -12.239897  -13.114440  -11.563729  -11.310441  -11.622724  -16.517955  -16.837815  -13.915630  -12.007153   -5.756961  -15.554448  -14.727140   -4.397943  -15.008288   -7.999998  -16.752235  -15.267259  -10.564684  -17.173641  -15.559339  -12.425929  -10.787106  -10.786585  -14.511586  -14.284634  -14.475159  -19.142284  -17.891132  -12.686768  -17.787192  -16.979253  -17.224684  -16.572467  -11.765037  -25.009729  -16.417756  -11.066323  -20.079146  -21.031497  -15.006668  -24.808808  -22.194468  -14.692935  -20.259033  -22.923662  -18.449054  -27.291330  -26.478637  -20.667071  -32.422639  -12.840231  -18.275548  -11.200834  -14.080083  -10.140062  -21.956358  -30.301494  -30.984246   -3.522879  -17.549469  -16.466835  -22.925480  -25.496787  -18.804180  -14.097156  -20.540235  -17.626506  -16.234429  -12.802100  -18.243735  -24.615046  -30.576727  -34.684903  -17.329648  -29.380075   -9.326098  -10.508916   -6.000239   -4.698970  -15.347355   -5.000002  -10.404831  -18.760501  -15.053165  -15.065092  -17.926819  -19.712116  -23.424227  -22.300657  -29.442532  -27.099088  -35.238027
     -0.225441       14.359300        8.472860              893.05      -7.972086   -0.301030   -1.070581  -12.239860  -13.114328  -11.563455  -11.310296  -11.622755  -16.517118  -16.837899  -13.915605  -12.007048   -5.756961  -15.554427  -14.727086   -4.397943  -15.008192   -7.999998  -16.752073  -15.267057  -10.564497  -17.173407  -15.559272  -12.425508  -10.786910  -10.786389  -14.511519  -14.284260  -14.474697  -19.142108  -17.891033  -12.686550  -17.787153  -16.979073  -17.224307  -16.572279  -11.764657  -25.009386  -16.417582  -11.065892  -20.078595  -21.031025  -15.006302  -24.808247  -22.193979  -14.692526  -20.258341  -22.923021  -18.448256  -27.290637  -26.477938  -20.666394  -32.421741  -12.839807  -18.275059  -11.200388  -14.080007  -10.139876  -21.956078  -30.301322  -30.983973   -3.522879  -17.549304  -16.466617  -22.925015  -25.496392  -18.803893  -14.096948  -20.539810  -17.626385  -16.234300  -12.801890  -18.243453  -24.614743  -30.575989  -34.684018  -17.329160  -29.379341   -9.325967  -10.508844   -6.000239   -4.698970  -15.347264   -5.000002  -10.404618  -18.760134  -15.052695  -15.064613  -17.926338  -19.711919  -23.423515  -22.300057  -29.441388  -27.098354  -35.236782
     -0.202233       14.362156        8.467166              889.82      -7.958325   -0.301030   -1.070581  -12.235448  -13.100589  -11.530396  -11.292546  -11.626646  -16.416844  -16.848287  -13.912457  -11.994587   -5.756961  -15.551826  -14.720450   -4.397943  -14.996890   -7.999998  -16.732128  -15.242719  -10.542095  -17.145734  -15.551059  -12.375477  -10.763356  -10.762833  -14.504006  -14.239412  -14.419619  -19.121084  -17.878987  -12.660454  -17.782547  -16.957471  -17.179143  -16.549901  -11.719420  -24.968421  -16.397233  -11.014739  -20.013190  -20.974759  -14.962525  -24.741259  -22.135621  -14.644065  -20.175803  -22.846598  -18.353024  -27.208514  -26.395021  -20.585501  -32.314723  -12.789459  -18.216741  -11.147411  -14.070709  -10.117530  -21.922216  -30.281149  -30.951356   -3.522879  -17.528945  -16.440431  -22.868657  -25.448718  -18.769296  -14.072011  -20.488916  -17.612076  -16.218368  -12.776676  -18.209461  -24.578218  -30.487711  -34.578310  -17.270939  -29.291606   -9.309895  -10.500052   -6.000248   -4.698970  -15.336214   -5.000002  -10.379292  -18.713958  -14.996590  -15.007468  -17.868937  -19.688323  -23.337815  -22.228681  -29.305023  -27.010632  -35.088062
     -0.202040       14.362156        8.467117              889.82      -7.958212   -0.301030   -1.070581  -12.235410  -13.100471  -11.530119  -11.292394  -11.626679  -16.416010  -16.848376  -13.912429  -11.994484   -5.756961  -15.551804  -14.720393   -4.397943  -14.996797   -7.999998  -16.731958  -15.242516  -10.541908  -17.145507  -15.550990  -12.375064  -10.763160  -10.762637  -14.503947  -14.239039  -14.419163  -19.120910  -17.878886  -12.660237  -17.782509  -16.957291  -17.178767  -16.549716  -11.719046  -24.968081  -16.397069  -11.014317  -20.012650  -20.974293  -14.962161  -24.740703  -22.135138  -14.643666  -20.175119  -22.845966  -18.352236  -27.207838  -26.394338  -20.584830  -32.313837  -12.789044  -18.216259  -11.146974  -14.070630  -10.117344  -21.921932  -30.280985  -30.951086   -3.522879  -17.528771  -16.440212  -22.868182  -25.448319  -18.769006  -14.071803  -20.488493  -17.611958  -16.218232  -12.776465  -18.209176  -24.577912  -30.486978  -34.577433  -17.270457  -29.290877   -9.309758  -10.499977   -6.000248   -4.698970  -15.336120   -5.000002  -10.379082  -18.713555  -14.996125  -15.006995  -17.868462  -19.688126  -23.337099  -22.228091  -29.303895  -27.009904  -35.086829
     -0.179993       14.366082        8.461453              885.41      -7.945536   -0.301030   -1.070581  -12.231138  -13.086785  -11.498386  -11.274713  -11.630516  -16.321125  -16.858700  -13.909070  -11.982861   -5.756961  -15.549209  -14.713775   -4.397943  -14.986477   -7.999998  -16.712170  -15.219360  -10.520601  -17.120126  -15.542949  -12.328485  -10.740864  -10.740338  -14.497640  -14.196580  -14.367389  -19.101071  -17.867167  -12.635380  -17.778292  -16.936856  -17.136033  -16.528707  -11.676694  -24.929525  -16.378830  -10.966698  -19.951747  -20.921476  -14.920841  -24.677684  -22.080270  -14.598727  -20.097662  -22.774413  -18.262901  -27.131645  -26.317312  -20.508714  -32.213462  -12.742263  -18.161644  -11.097576  -14.061371  -10.096158  -21.889219  -30.262693  -30.920318   -3.522879  -17.508453  -16.415182  -22.813458  -25.402684  -18.735760  -14.048027  -20.440304  -17.598750  -16.202351  -12.752412  -18.176500  -24.542768  -30.403686  -34.477836  -17.215796  -29.208122   -9.293759  -10.491260   -6.000257   -4.698970  -15.325176   -5.000002  -10.355328  -18.665765  -14.943426  -14.953404  -17.814569  -19.665671  -23.255328  -22.161469  -29.176151  -26.927275  -34.947008
     -0.179799       14.366082        8.461403              885.41      -7.945427   -0.301030   -1.070581  -12.231101  -13.086662  -11.498107  -11.274555  -11.630550  -16.320295  -16.858793  -13.909039  -11.982760   -5.756961  -15.549186  -14.713715   -4.397943  -14.986389   -7.999998  -16.711993  -15.219156  -10.520414  -17.119907  -15.542878  -12.328081  -10.740669  -10.740143  -14.497588  -14.196208  -14.366937  -19.100898  -17.867063  -12.635162  -17.778255  -16.936677  -17.135659  -16.528524  -11.676325  -24.929188  -16.378675  -10.966284  -19.951218  -20.921015  -14.920480  -24.677134  -22.079791  -14.598337  -20.096987  -22.773790  -18.262122  -27.130985  -26.316644  -20.508049  -32.212587  -12.741857  -18.161169  -11.097147  -14.061288  -10.095972  -21.888930  -30.262537  -30.920049   -3.522879  -17.508271  -16.414962  -22.812973  -25.402282  -18.735466  -14.047818  -20.439882  -17.598636  -16.202208  -12.752200  -18.176212  -24.542457  -30.402958  -34.476966  -17.215319  -29.207398   -9.293615  -10.491182   -6.000257   -4.698970  -15.325078   -5.000002  -10.355121  -18.665330  -14.942967  -14.952936  -17.814099  -19.665474  -23.254610  -22.160890  -29.175038  -26.926553  -34.945788
     -0.150984       14.369972        8.453610              881.06      -7.929514   -0.301030   -1.070581  -12.225395  -13.067799  -11.456151  -11.250193  -11.635736  -16.197117  -16.872950  -13.904032  -11.967923   -5.756961  -15.545603  -14.704579   -4.397943  -14.973568   -7.999997  -16.684850  -15.188835  -10.492528  -17.088020  -15.532003  -12.268625  -10.711652  -10.711123  -14.490627  -14.140968  -14.300108  -19.075122  -17.851327  -12.602584  -17.772896  -16.910096  -17.080050  -16.501447  -11.621928  -24.879274  -16.356324  -10.905493  -19.873345  -20.852902  -14.866893  -24.595706  -22.008882  -14.541207  -19.997185  -22.681824  -18.147102  -27.034058  -26.218518  -20.409656  -32.083363  -12.682274  -18.090946  -11.033975  -14.048532  -10.068343  -21.845330  -30.239914  -30.880133   -3.522879  -17.480210  -16.382006  -22.739661  -25.342107  -18.691437  -14.016611  -20.377118  -17.581949  -16.180304  -12.720607  -18.132920  -24.495847  -30.294920  -34.348003  -17.144848  -29.100094   -9.271585  -10.479242   -6.000270   -4.698970  -15.310082   -5.000002  -10.324526  -18.597657  -14.875010  -14.883936  -17.744616  -19.636015  -23.147421  -22.075501  -29.010785  -26.819518  -34.765242
     -0.150790       14.369972        8.453556              881.06      -7.929409   -0.301030   -1.070581  -12.225356  -13.067668  -11.455867  -11.250025  -11.635772  -16.196294  -16.873048  -13.903996  -11.967824   -5.756961  -15.545578  -14.704516   -4.397943  -14.973485   -7.999997  -16.684663  -15.188631  -10.492341  -17.087810  -15.531929  -12.268232  -10.711458  -10.710929  -14.490585  -14.140598  -14.299663  -19.074949  -17.851220  -12.602366  -17.772861  -16.909918  -17.079678  -16.501267  -11.621567  -24.878941  -16.356180  -10.905091  -19.872828  -20.852448  -14.866535  -24.595164  -22.008409  -14.540829  -19.996520  -22.681213  -18.146337  -27.033417  -26.217869  -20.408999  -32.082503  -12.681880  -18.090479  -11.033557  -14.048444  -10.068158  -21.845034  -30.239767  -30.879866   -3.522879  -17.480016  -16.381784  -22.739162  -25.341701  -18.691140  -14.016401  -20.376697  -17.581839  -16.180152  -12.720394  -18.132627  -24.495531  -30.294198  -34.347142  -17.144379  -29.099377   -9.271433  -10.479159   -6.000270   -4.698970  -15.309979   -5.000002  -10.324322  -18.597184  -14.874557  -14.883476  -17.744153  -19.635817  -23.146701  -22.074934  -29.009693  -26.818803  -34.764039
